Stagione;Calciatore;Squadra;Età;Partite Giocate;Minuti Giocati;Reti;Assist;Reti Non Su Rigore;Rigori Tirati;Ammonizioni;Espulsioni;Ruolo?
2020-21;Bartolomeu Jacinto Quissanga;Lazio;29;2;63;0;0;0;0;0;0;Dif
2020-21;Rodrigo Becão;Udinese;24;35;2.780;1;0;1;0;5;0;Dif
2020-21;Valon Behrami;Genoa;35;26;892;0;0;0;0;3;1;Cen
2020-21;Andrea Belotti;Torino;26;35;2.888;13;6;9;4;4;0;Att
2020-21;Ahmad Benali;Crotone;28;18;1.214;0;1;0;0;2;0;Cen
2020-21;Ismaël Bennacer;Milan;22;21;1.326;0;2;0;0;4;0;Cen
2020-21;Rodrigo Bentancur;Juventus;23;33;2.324;0;4;0;0;8;1;Cen
2020-21;Alessandro Berardi;Hellas Verona;29;1;28;0;0;0;0;0;0;Por
2020-21;Domenico Berardi;Sassuolo;25;30;2.475;17;7;10;7;4;0;Att
2020-21;Alejandro Berenguer;Torino;25;2;131;0;0;0;0;0;0;Cen
2020-21;Bartosz Bereszyński;Sampdoria;28;31;2.607;1;0;1;0;2;0;Dif
2020-21;Federico Bernardeschi;Juventus;26;27;972;0;2;0;0;3;0;Cen,Dif
2020-21;Marco Bertini;Lazio;17;1;5;0;0;0;0;0;0;Cen
2020-21;Daniel Bessa;Hellas Verona;27;18;615;0;2;0;0;1;0;Cen
2020-21;Cristiano Biraghi;Fiorentina;27;35;2.803;1;5;1;0;8;0;Dif
2020-21;Davide Biraschi;Genoa;26;13;915;0;0;0;0;2;0;Dif
2020-21;Jeremie Boga;Sassuolo;23;27;1.785;4;2;4;0;0;0;Att,Cen
2020-21;Giacomo Bonaventura;Fiorentina;30;34;2.256;3;2;3;0;5;0;Cen
2020-21;Federico Bonazzoli;Torino;23;20;564;2;2;2;0;2;0;Att
2020-21;Federico Bonazzoli;Sampdoria;23;2;131;0;1;0;0;0;0;Att
2020-21;Kevin Bonifazi;Udinese;24;30;2.469;0;0;0;0;4;0;Dif
2020-21;Leonardo Bonucci;Juventus;33;26;2.028;2;0;2;0;4;0;Dif
2020-21;Mehdi Bourabia;Sassuolo;28;15;528;1;0;1;0;2;0;Cen
2020-21;Edoardo Bove;Roma;18;1;11;0;0;0;0;0;0;Cen
2020-21;Jayden Braaf;Udinese;17;4;116;1;0;1;0;0;0;Att
2020-21;Gleison Bremer;Torino;23;33;2.935;5;0;5;0;2;0;Dif
2020-21;Marcelo Brozović;Inter;27;33;2.581;2;6;2;0;9;1;Cen
2020-21;Gastón Brugman;Parma;27;26;1.616;1;1;1;0;7;0;Cen
2020-21;Juan Brunetta;Parma;23;12;475;1;2;1;0;3;0;Att,Cen
2020-21;Gianluigi Buffon;Juventus;42;8;720;0;0;0;0;0;0;Por
2020-21;Alessandro Buongiorno;Torino;21;12;858;0;0;0;0;4;0;Dif
2020-21;Maxime Busi;Parma;20;24;1.195;0;1;0;0;3;0;Dif
2020-21;Martín Cáceres;Fiorentina;33;29;2.238;2;2;2;0;4;0;Dif
2020-21;Felipe Caicedo;Lazio;31;25;929;8;0;7;1;5;0;Att
2020-21;Arturo Calabresi;Bologna;24;1;20;0;0;0;0;0;0;Dif,Att
2020-21;Arturo Calabresi;Cagliari;24;2;14;0;0;0;0;0;0;Dif
2020-21;Davide Calabria;Milan;23;32;2.647;2;1;2;0;7;0;Dif
2020-21;Riccardo Calafiori;Roma;18;3;66;0;0;0;0;2;0;Dif
2020-21;Mattia Caldara;Atalanta;26;6;111;0;0;0;0;1;0;Dif
2020-21;Luca Caldirola;Benevento;29;25;1.572;2;0;2;0;6;1;Dif
2020-21;Hakan Çalhanoğlu;Milan;26;33;2.614;4;9;3;1;4;0;Cen,Att
2020-21;Fabrizio Caligara;Cagliari;20;10;183;0;0;0;0;2;0;Cen,Att
2020-21;José María Callejón;Fiorentina;33;20;664;0;1;0;0;0;0;Att,Cen
2020-21;Drissa Camara;Parma;18;1;15;0;0;0;0;0;0;Cen
2020-21;Antonio Candreva;Sampdoria;33;35;2.505;5;8;3;2;1;0;Cen
2020-21;Elio Capradossi;Spezia;24;1;90;0;0;0;0;0;0;Dif
2020-21;Gianluca Caprari;Benevento;27;30;1.865;5;6;5;0;4;1;Cen,Att
2020-21;Francesco Caputo;Sassuolo;32;25;1.697;11;5;8;3;1;0;Att
2020-21;Andrea Carboni;Cagliari;19;15;1.085;0;1;0;0;2;0;Dif
2020-21;Giuseppe Caso;Genoa;21;2;54;0;0;0;0;0;0;Dif,Att
2020-21;Francesco Cassata;Genoa;23;8;227;0;0;0;0;2;0;Dif,Att
2020-21;Samu Castillejo;Milan;25;28;1.181;1;0;1;0;5;0;Att
2020-21;Gaetano Castrovilli;Fiorentina;23;34;2.332;5;3;5;0;8;1;Cen
2020-21;Danilo Cataldi;Lazio;25;19;568;0;0;0;0;4;0;Cen
2020-21;Federico Ceccherini;Hellas Verona;28;25;1.738;0;0;0;0;8;0;Dif
2020-21;Federico Ceccherini;Fiorentina;28;3;270;0;0;0;0;2;0;Dif
2020-21;Luca Ceppitelli;Cagliari;30;19;1.465;0;0;0;0;3;0;Dif
2020-21;Alberto Cerri;Cagliari;24;23;369;1;0;1;0;1;0;Att
2020-21;Julian Chabot;Spezia;22;25;1.655;1;1;1;0;11;1;Dif
2020-21;Giorgio Chiellini;Juventus;35;17;1.386;0;1;0;0;4;0;Dif
2020-21;Federico Chiesa;Fiorentina;22;3;240;1;1;1;0;0;0;Dif
2020-21;Federico Chiesa;Juventus;22;30;2.210;8;8;8;0;3;1;Cen,Dif
2020-21;Vlad Chiricheș;Sassuolo;30;24;1.837;2;1;2;0;6;0;Dif
2020-21;Luca Cigarini;Crotone;34;14;929;0;0;0;0;5;1;Cen
2020-21;Antonio Cioffi;Napoli;17;1;12;0;0;0;0;0;0;Att
2020-21;Ebrima Colley;Hellas Verona;20;23;734;1;0;1;0;1;0;Cen,Att
2020-21;Omar Colley;Sampdoria;27;29;2.591;2;0;2;0;6;0;Dif
2020-21;Simone Colombi;Parma;29;2;180;0;0;0;0;0;0;Por
2020-21;Lorenzo Colombo;Milan;18;4;94;0;0;0;0;0;0;Att
2020-21;Andrea Consigli;Sassuolo;33;37;3.330;0;0;0;0;1;0;Por
2020-21;Andrea Conti;Milan;26;3;28;0;0;0;0;0;0;Dif
2020-21;Andrea Conti;Parma;26;11;809;0;0;0;0;3;0;Dif
2020-21;Alex Cordaz;Crotone;37;36;3.240;0;0;0;0;1;0;Por
2020-21;Andreas Cornelius;Parma;27;29;1.898;1;4;1;0;4;0;Att
2020-21;Joaquín Correa;Lazio;25;28;1.933;8;3;7;1;3;1;Att
2020-21;Félix Correia;Juventus;19;1;7;0;0;0;0;0;0;Cen
2020-21;Douglas Costa;Juventus;29;2;42;0;0;0;0;0;0;Cen,Att
2020-21;Angelo da Costa;Bologna;36;6;540;0;0;0;0;2;0;Por
2020-21;Mamadou Coulibaly (calciatore 1999);Udinese;21;3;184;0;0;0;0;0;0;Cen
2020-21;Alessio Cragno;Cagliari;26;34;3.060;0;0;0;0;1;0;Por
2020-21;Gian Crespi;Crotone;19;1;90;0;0;0;0;0;0;Por
2020-21;Domenico Criscito;Genoa;33;23;1.726;1;0;0;1;6;0;Dif
2020-21;Bryan Cristante;Roma;25;34;2.155;1;3;1;0;8;0;Dif,Cen
2020-21;Giovanni Crociata;Crotone;NaN;2;26;0;0;0;0;0;0;Dif
2020-21;Juan Cuadrado;Juventus;32;30;2.175;2;10;1;1;9;1;Dif,Cen
2020-21;Giuseppe Cuomo;Crotone;22;13;801;0;0;0;0;4;0;Dif
2020-21;Patrick Cutrone;Fiorentina;22;11;196;0;0;0;0;0;0;Att
2020-21;Wylan Cyprien;Parma;25;13;410;0;0;0;0;2;0;Cen
2020-21;Lennart-Marten Czyborra;Genoa;21;17;1.173;1;0;1;0;2;0;Dif
2020-21;Danilo D'Ambrosio;Inter;31;19;699;3;0;3;0;2;0;Dif
2020-21;Bryan Dabo;Benevento;28;25;1.117;0;0;0;0;5;0;Cen
2020-21;Diogo Dalot;Milan;21;21;1.090;1;1;1;0;5;0;Dif
2020-21;Mikkel Damsgaard;Sampdoria;20;35;1.773;2;4;2;0;3;0;Cen,Att
2020-21;Danilo Luiz da Silva;Juventus;29;34;2.916;1;4;1;0;6;0;Dif,Cen
2020-21;Andrea Danzi;Hellas Verona;21;2;104;0;0;0;0;1;0;Dif
2020-21;Ebrima Darboe;Roma;19;5;323;0;0;0;0;2;0;Cen
2020-21;Matteo Darmian;Parma;30;3;208;0;0;0;0;1;0;Dif
2020-21;Matteo Darmian;Inter;30;26;1.160;3;3;3;0;4;0;Dif
2020-21;Paweł Dawidowicz;Hellas Verona;25;30;1.860;0;0;0;0;9;0;Dif
2020-21;Sebastian De Maio;Udinese;33;15;853;0;0;0;0;1;0;Dif
2020-21;Rodrigo de Paul;Udinese;26;36;3.201;9;9;6;3;5;2;Cen
2020-21;Mattia De Sciglio;Juventus;27;1;24;0;0;0;0;0;0;Dif
2020-21;Lorenzo De Silvestri;Bologna;32;29;2.143;2;0;2;0;4;0;Dif
2020-21;Grégoire Defrel;Sassuolo;29;28;1.336;3;3;3;0;1;0;Cen,Att
2020-21;Alessandro Deiola;Spezia;24;12;360;0;0;0;0;1;0;Cen
2020-21;Alessandro Deiola;Cagliari;24;12;615;0;0;0;0;2;0;Cen
2020-21;Lorenzo Del Pinto;Benevento;30;1;11;0;0;0;0;0;0;Cen
2020-21;Cristian Dell'Orco;Spezia;26;8;262;0;0;0;0;0;0;Dif
2020-21;Merih Demiral;Juventus;22;15;940;0;1;0;0;1;0;Dif
2020-21;Diego Demme;Napoli;28;24;1.590;2;3;2;0;6;0;Cen
2020-21;Stefano Denswil;Bologna;27;5;115;0;0;0;0;0;0;Dif
2020-21;Fabio Depaoli;Benevento;23;15;1.120;0;0;0;0;2;0;Dif
2020-21;Fabio Depaoli;Sampdoria;23;2;77;0;0;0;0;0;0;Cen
2020-21;Fabio Depaoli;Atalanta;23;5;191;0;0;0;0;0;0;Dif
2020-21;Kastriot Dermaku;Parma;28;2;100;0;0;0;0;0;0;Dif
2020-21;Kiril Despodov;Cagliari;23;1;11;0;0;0;0;0;0;Att
2020-21;Mattia Destro;Genoa;29;29;1.606;11;1;11;0;5;0;Att
2020-21;Gerard Deulofeu;Udinese;26;13;598;1;1;1;0;0;0;Att,Cen
2020-21;Jacopo Dezi;Parma;28;2;79;0;0;0;0;0;0;Att,Cen
2020-21;Samuel Di Carmine;Hellas Verona;31;11;500;0;0;0;0;1;0;Att
2020-21;Samuel Di Carmine;Crotone;31;11;475;0;0;0;0;1;0;Att
2020-21;Giovanni Di Lorenzo;Napoli;26;36;3.240;3;6;3;0;11;0;Dif
2020-21;Alessandro Di Pardo;Juventus;21;4;14;0;0;0;0;0;0;Att,Dif
2020-21;Giuseppe Di Serio;Benevento;19;16;292;0;0;0;0;1;0;Att,Cen
2020-21;Amad Diallo;Atalanta;18;1;14;0;0;0;0;1;0;Cen
2020-21;Amadou Diambo;Benevento;19;1;3;0;0;0;0;0;0;Att
2020-21;Amadou Diawara;Roma;23;18;658;1;0;1;0;4;1;Cen
2020-21;Brahim Díaz;Milan;20;27;1.228;4;3;4;0;2;0;Cen,Att
2020-21;Daan Dierckx;Parma;17;7;471;0;0;0;0;1;0;Dif
2020-21;Mitchell Dijks;Bologna;27;20;1.481;0;0;0;0;7;1;Dif
2020-21;Federico Dimarco;;22;35;2.613;5;3;5;0;6;0;Dif
2020-21;Koffi Djidji;Crotone;27;20;1.524;1;0;1;0;4;0;Dif
2020-21;Berat Djimsiti;Atalanta;27;33;2.625;0;3;0;0;8;0;Dif
2020-21;Nicolás Domínguez;Bologna;22;28;1.255;1;0;1;0;8;0;Cen
2020-21;Gianluigi Donnarumma;Milan;21;37;3.330;0;0;0;0;1;0;Por
2020-21;Bartłomiej Drągowski;Fiorentina;22;36;3.148;0;1;0;0;0;1;Por
2020-21;Denis Drăguș;Crotone;21;9;177;0;0;0;0;1;0;Att,Cen
2020-21;Radu Drăgușin;Juventus;18;1;1;0;0;0;0;0;0;Dif
2020-21;Léo Duarte;Milan;24;1;19;0;0;0;0;0;0;Dif
2020-21;Alfred Duncan;Fiorentina;27;4;162;0;0;0;0;0;0;Cen
2020-21;Alfred Duncan;Cagliari;27;19;1.068;0;1;0;0;2;0;Cen
2020-21;Paulo Dybala;Juventus;26;20;1.132;4;3;4;0;0;0;Att
2020-21;Edin Džeko;Roma;34;27;1.824;7;3;7;0;2;0;Att
2020-21;Steeve-Mike Ebongue;Genoa;19;3;52;0;1;0;0;0;0;Cen
2020-21;Simone Edera;Torino;23;2;52;0;0;0;0;0;0;Dif,Cen
2020-21;Albin Ekdal;Sampdoria;31;32;2.299;2;1;2;0;9;0;Cen
2020-21;Elif Elmas;Napoli;20;33;740;2;1;2;0;3;0;Cen,Att
2020-21;Alan Empereur;Hellas Verona;26;4;219;0;0;0;0;1;0;Dif
2020-21;Christian Eriksen;Inter;28;26;1.385;3;0;3;0;1;0;Cen
2020-21;Martin Erlic;Spezia;22;27;1.798;3;1;3;0;6;0;Dif
2020-21;Gonzalo Escalante;Lazio;27;24;733;0;1;0;0;5;0;Cen
2020-21;Nahuel Estévez;Spezia;24;27;1.768;0;3;0;0;7;0;Cen
2020-21;Valentin Eysseric;Fiorentina;28;16;729;2;0;2;0;2;0;Cen,Att
2020-21;Nicolò Fagioli;Juventus;19;1;21;0;0;0;0;0;0;Cen
2020-21;Iago Falque;Benevento;30;11;358;1;1;1;0;0;0;Cen,Att
2020-21;Andri Fannar Baldursson;Bologna;18;8;217;0;0;0;0;2;0;Cen
2020-21;Paolo Faragò;Bologna;27;1;23;0;0;0;0;0;0;Dif
2020-21;Paolo Faragò;Cagliari;27;8;369;0;0;0;0;2;0;Dif
2020-21;Davide Faraoni;Hellas Verona;28;34;2.891;4;7;4;0;8;0;Dif
2020-21;Mohamed Fares;Lazio;24;21;1.139;0;1;0;0;5;0;Dif
2020-21;Diego Farias;Spezia;30;29;1.514;4;2;4;0;5;0;Att
2020-21;Andrea Favilli;Hellas Verona;23;11;339;2;0;2;0;1;0;Att
2020-21;Federico Fazio;Roma;33;6;406;1;0;1;0;2;0;Dif
2020-21;Luiz Felipe Ramos Marchi;Lazio;23;14;909;0;0;0;0;5;0;Dif
2020-21;Alex Ferrari;Sampdoria;26;12;880;0;1;0;0;3;0;Dif
2020-21;Salvador Ferrer;Spezia;22;18;1.190;0;1;0;0;4;0;Dif
2020-21;Marco Festa;Crotone;28;1;90;0;0;0;0;0;0;Por
2020-21;Fernando Forestieri;Udinese;30;19;552;1;1;1;0;1;0;Att,Cen
2020-21;Daam Foulon;Benevento;21;23;1.021;0;1;0;0;4;0;Dif
2020-21;Gianluca Frabotta;Juventus;21;15;689;0;1;0;0;5;0;Dif,Cen
2020-21;Remo Freuler;Atalanta;28;34;2.712;2;3;2;0;5;0;Cen
2020-21;Daniel Fuzato;Roma;23;5;450;0;0;0;0;0;0;Por
2020-21;Matteo Gabbia;Milan;20;8;557;0;0;0;0;2;0;Dif
2020-21;Manolo Gabbiadini;Sampdoria;28;16;870;3;2;2;1;1;0;Att
2020-21;Roberto Gagliardini;Inter;26;28;1.232;3;2;3;0;2;0;Cen
2020-21;Riccardo Gagliolo;Parma;30;28;1.956;2;2;2;0;6;0;Dif
2020-21;Adolfo Gaich;Benevento;21;15;768;2;0;2;0;1;0;Att
2020-21;Andrej Gălăbinov;Spezia;31;12;430;3;1;3;0;0;0;Att
2020-21;Manuel Gasparini;Udinese;18;1;3;0;0;0;0;0;0;Por
2020-21;Gervinho;Parma;33;27;2.021;5;1;5;0;0;0;Att
2020-21;Paolo Ghiglione;Genoa;23;23;1.358;0;4;0;0;4;0;Dif,Cen
2020-21;Faouzi Ghoulam;Napoli;29;11;289;0;0;0;0;1;0;Dif,Att
2020-21;Kamil Glik;Benevento;32;36;3.206;2;1;2;0;10;1;Dif
2020-21;Diego Godín;Cagliari;34;28;2.508;1;0;1;0;3;0;Dif
2020-21;Amer Gojak;Torino;23;15;475;1;1;1;0;1;0;Cen,Att
2020-21;Edoardo Goldaniga;Genoa;26;25;1.857;0;1;0;0;8;0;Dif
2020-21;Vladimir Golemić;Crotone;29;30;2.341;2;0;1;1;4;1;Dif
2020-21;Pierluigi Gollini;Atalanta;25;25;2.156;0;0;0;0;0;1;Por
2020-21;Tomislav Gomelt;Crotone;25;2;19;0;0;0;0;0;0;Cen
2020-21;Alejandro Darío Gómez;Atalanta;32;10;666;4;2;4;0;0;0;Cen,Att
2020-21;Robin Gosens;Atalanta;26;32;2.523;11;6;11;0;9;1;Dif
2020-21;Alberto Grassi;Parma;25;23;1.177;0;0;0;0;3;0;Cen,Dif
2020-21;Koray Günter;Hellas Verona;25;27;1.768;0;2;0;0;4;0;Dif
2020-21;Manu Gyabuaa;Atalanta;18;1;2;0;0;0;0;0;0;Cen
2020-21;Emmanuel Gyasi;Spezia;26;37;?;4;6;4;0;4;0;Att
2020-21;Achraf Hakimi;Inter;21;37;2.665;7;8;7;0;6;0;Dif
2020-21;Samir Handanovič;Inter;36;37;3.240;0;0;0;0;1;0;Por
2020-21;Lukáš Haraslín;Sassuolo;24;14;333;0;0;0;0;1;1;Att,Cen
2020-21;Hans Hateboer;Atalanta;26;22;1.762;2;1;2;0;3;0;Dif
2020-21;Eduardo Henrique da Silva;Crotone;25;18;924;1;0;1;0;4;0;Cen
2020-21;Theo Hernández;Milan;22;33;2.933;7;5;7;0;9;0;Dif
2020-21;Hernani Azevedo Júnior;Parma;26;33;2.189;7;3;6;1;11;0;Cen
2020-21;Përparim Hetemaj;Benevento;33;31;2.212;0;2;0;0;5;0;Cen
2020-21;Aaron Hickey;Bologna;18;11;758;0;0;0;0;3;1;Dif
2020-21;Wesley Hoedt;Lazio;26;17;952;0;0;0;0;6;0;Dif
2020-21;Elseid Hisaj;Napoli;26;24;1.768;0;2;0;0;2;0;Dif
2020-21;Simone Iacoponi;Parma;33;16;1.193;0;0;0;0;3;1;Dif
2020-21;Roger Ibanez;Roma;21;30;2.398;0;2;0;0;7;1;Dif
2020-21;Zlatan Ibrahimović;Milan;38;19;1.493;15;2;12;3;2;1;Att
2020-21;Igor;Fiorentina;22;21;1.168;0;0;0;0;5;0;Dif
2020-21;Ivan Ilić;Hellas Verona;19;29;1.835;2;0;2;0;2;0;Cen
2020-21;Josip Iličič;Atalanta;32;28;1.526;6;9;4;2;2;0;Cen,Att
2020-21;Ciro Immobile;Lazio;30;35;2.849;20;6;16;4;4;1;Att
2020-21;Riccardo Improta;Benevento;26;34;2.335;1;0;1;0;7;0;Dif,Cen
2020-21;Roberto Inglese;Parma;28;14;576;0;2;0;0;2;0;Att
2020-21;Lorenzo Insigne;Napoli;29;35;2.865;19;8;12;7;2;1;Att
2020-21;Roberto Insigne;Benevento;26;30;1.599;2;4;2;0;2;0;Cen,Att
2020-21;Artur Ioniţă;Benevento;29;36;2.835;2;0;2;0;6;0;Cen
2020-21;Ardian Ismajli;Spezia;23;17;1.297;1;1;1;0;3;1;Dif
2020-21;Armando Izzo;Torino;28;25;2.004;2;0;2;0;3;0;Dif
2020-21;Mato Jajalo;Udinese;32;1;34;0;0;0;0;0;0;Cen
2020-21;Jakub Jankto;Sampdoria;24;35;2.409;6;3;6;0;6;0;Cen
2020-21;Juan Guilherme Nunes Jesus;Roma;29;5;157;0;0;0;0;0;0;Dif
2020-21;Hamed Junior Traorè;Sassuolo;;;;;;;;;;
2020-21;Musa Juwara;Bologna;18;5;46;0;0;0;0;1;0;Cen,Dif
2020-21;Nikola Kalinić;Hellas Verona;32;19;1.063;2;0;2;0;2;0;Att
2020-21;Yayah Kallon;Genoa;19;1;45;0;0;0;0;0;0;Att
2020-21;Pierre Kalulu;Milan;20;13;727;1;1;1;0;1;0;Dif
2020-21;Yann Karamoh;Parma;22;24;1.294;2;1;2;0;3;0;Att,Cen
2020-21;Isaac Karamoko;Sassuolo;18;1;1;0;0;0;0;0;0;Dif
2020-21;Augustus Kargbo;Crotone;20;1;32;0;0;0;0;0;0;Att
2020-21;Rick Karsdorp;Roma;25;34;2.544;1;6;1;0;2;0;Dif
2020-21;Franck Kessié;Milan;23;37;3.226;13;4;2;11;8;0;Cen
2020-21;Omar Khailoti;Bologna;18;1;28;0;0;0;0;0;0;Dif
2020-21;Simon Kjær;Milan;31;28;2.393;0;2;0;0;3;0;Dif
2020-21;Ragnar Klavan;Cagliari;34;15;770;0;0;0;0;1;0;Dif
2020-21;Justin Kluivert;Roma;21;2;19;0;0;0;0;0;0;Cen
2020-21;Aleksandr Kokorin;Fiorentina;29;4;94;0;0;0;0;1;0;Att,Cen
2020-21;Aleksandar Kolarov;Inter;34;7;390;0;1;0;0;0;0;Dif
2020-21;Márk Kosznovszky;Parma;18;1;90;0;0;0;0;0;0;Cen
2020-21;Christian Kouamé;Fiorentina;22;33;995;1;1;1;0;4;0;Att
2020-21;Kalidou Koulibaly;Napoli;29;26;2.209;0;0;0;0;10;1;Dif
2020-21;Viktor Kovalenko;Atalanta;24;1;4;0;0;0;0;0;0;Att
2020-21;Rade Krunić;Milan;26;25;723;1;2;1;0;3;0;Cen,Att
2020-21;Juraj Kucka;Parma;33;28;2.334;7;2;3;4;8;0;Cen,Att
2020-21;Dejan Kulusevski;Juventus;20;35;1.923;4;3;4;0;7;0;Cen,Att
2020-21;Marash Kumbulla;Roma;20;21;1.363;1;0;1;0;8;0;Dif
2020-21;Jasmin Kurtić;Parma;31;34;2.739;4;0;4;0;5;0;Cen
2020-21;Giorgos Kyriakopoulos;Sassuolo;24;23;1.456;1;0;1;0;3;1;Dif
2020-21;Antonino La Gumina;Sampdoria;24;9;341;0;0;0;0;0;0;Att
2020-21;Sam Lammers;Atalanta;23;15;291;2;0;2;0;0;0;Att,Cen
2020-21;Gianluca Lapadula;Benevento;30;37;2.563;8;2;8;0;2;0;Att
2020-21;Danilo Larangeira;Bologna;36;35;3.132;0;1;0;0;8;0;Dif
2020-21;Kevin Lasagna;Udinese;27;17;1.103;2;1;2;0;1;0;Att
2020-21;Kevin Lasagna;Hellas Verona;27;19;1.267;2;0;2;0;0;0;Att
2020-21;Vincent Laurini;Parma;31;14;870;0;0;0;0;1;0;Dif
2020-21;Darko Lazović;Hellas Verona;29;32;2.503;3;6;3;0;3;0;Dif,Cen
2020-21;Manuel Lazzari;Lazio;26;32;2.613;2;5;2;0;2;1;Dif
2020-21;Rafael Leão;Milan;21;30;1.924;6;6;6;0;5;0;Att
2020-21;Lucas Leiva;Lazio;33;32;2.131;0;0;0;0;10;0;Cen
2020-21;Lukas Lerager;Genoa;27;16;1.159;0;1;0;0;0;0;Cen
2020-21;Mehdi Léris;Sampdoria;22;20;386;0;0;0;0;1;0;Dif,Cen
2020-21;Karlo Letica;Sampdoria;23;1;90;0;0;0;0;0;0;Por
2020-21;Gaetano Letizia;Benevento;30;24;1.570;3;1;3;0;2;0;Dif
2020-21;Matthijs de Ligt;Juventus;20;27;2.220;1;1;1;0;4;0;Dif
2020-21;Karol Linetty;Torino;25;27;1.832;1;0;1;0;5;0;Cen
2020-21;Pol Lirola;Fiorentina;22;12;498;0;1;0;0;3;0;Dif,Att
2020-21;Fernando Llorente;Udinese;35;14;713;1;0;1;0;2;0;Att
2020-21;Fernando Llorente;Napoli;35;;52;0;0;0;0;0;0;Att,Cen
2020-21;Stanislav Lobotka;Napoli;25;15;154;0;0;0;0;2;0;Cen
2020-21;Manuel Locatelli;Sassuolo;22;34;2.883;4;2;2;2;9;0;Cen
2020-21;Maxime Lopez;Sassuolo;22;29;1.864;2;0;2;0;7;0;Cen
2020-21;Pau López;Roma;25;21;1.817;0;0;0;0;0;0;Por
2020-21;Matteo Lovato;Hellas Verona;20;24;1.386;0;0;0;0;5;0;Dif
2020-21;Hirving Lozano;Napoli;25;32;1.965;11;3;11;0;6;0;Att
2020-21;José Luis Palomino;Atalanta;30;36;2.428;1;2;1;0;3;0;Dif
2020-21;Romelu Lukaku;Inter;27;36;2.884;24;11;18;6;4;0;Att
2020-21;Saša Lukić;Torino;23;32;2.106;3;0;3;0;4;0;Cen
2020-21;Senad Lulić;Lazio;34;16;718;0;0;0;0;1;0;Dif
2020-21;Sebastiano Luperto;Crotone;23;23;1.879;0;0;0;0;5;1;Dif
2020-21;Lyanco;Torino;23;23;1.959;0;0;0;0;8;0;Dif
2020-21;Charalampos Lykogiannīs;Cagliari;26;31;2.418;4;2;4;0;10;2;Dif
2020-21;Lisandro Magallán;Crotone;26;28;2.181;1;2;1;0;10;0;Dif
2020-21;Christian Maggio;Benevento;38;8;297;0;0;0;0;2;0;Dif
2020-21;Giulio Maggiore;Spezia;22;33;2.214;3;1;3;0;3;0;Cen
2020-21;Francesco Magnanelli;Sassuolo;35;10;440;0;0;0;0;2;0;Cen
2020-21;Giangiacomo Magnani;Hellas Verona;24;25;1.510;0;0;0;0;8;0;Dif
2020-21;Jean-Victor Makengo;Udinese;22;17;522;0;0;0;0;1;0;Cen
2020-21;Nikola Maksimović;Napoli;28;17;1.207;0;0;0;0;1;0;Dif
2020-21;Kévin Malcuit;Fiorentina;29;5;207;0;0;0;0;0;0;Dif
2020-21;Kévin Malcuit;Napoli;29;2;33;0;0;0;0;0;0;Att,Cen
2020-21;Daniel Maldini;Milan;18;5;29;0;0;0;0;0;0;Att,Dif
2020-21;Ruslan Malinovs'kyj;Atalanta;27;36;1.876;8;12;7;1;3;0;Cen,Att
2020-21;Dennis Man;Parma;21;14;699;2;1;2;0;1;0;Att,Cen
2020-21;Gianluca Mancini;Roma;24;33;2.852;4;2;4;0;10;0;Dif
2020-21;Rolando Mandragora;Udinese;23;10;398;0;0;0;0;0;0;Cen
2020-21;Rolando Mandragora;Torino;23;17;1.525;3;1;3;0;5;1;Cen
2020-21;Mario Mandžukić;Milan;34;10;212;0;0;0;0;1;0;Att
2020-21;Niccolò Manfredini;Benevento;32;1;90;0;0;0;0;0;0;Por
2020-21;Kostas Manolas;Napoli;29;30;2.298;0;0;0;0;5;0;Dif
2020-21;Juan Manuel Ramos;Spezia;23;6;294;0;0;0;0;1;0;Dif
2020-21;Federico Marchetti;Genoa;37;4;334;0;0;0;0;0;0;Por
2020-21;Riccardo Marchizza;Spezia;22;24;1.561;0;2;0;0;4;0;Dif
2020-21;Gian Marco Ferrari;Sassuolo;28;34;3.014;0;4;0;0;7;0;Dif
2020-21;Răzvan Marin;Cagliari;24;37;2.965;3;6;3;0;6;0;Cen
2020-21;Marlon Santos da Silva Barbosa;Sassuolo;24;24;1.742;0;0;0;0;6;1;Dif
2020-21;Luca Marrone;Crotone;30;21;1.588;0;0;0;0;8;0;Dif
2020-21;Lautaro Martínez;Inter;22;38;2.561;17;6;15;2;5;0;Att
2020-21;Lucas Martínez Quarta;Fiorentina;24;21;1.483;1;0;1;0;4;1;Dif
2020-21;Adam Marušić;Lazio;27;36;2.966;2;3;2;0;3;0;Dif
2020-21;Andrea Masiello;Genoa;34;30;2.563;0;0;0;0;6;0;Dif
2020-21;Giuseppe Mastinu;Spezia;28;3;32;0;0;0;0;0;0;Att
2020-21;Ryder Matos;Udinese;27;1;13;0;0;0;0;0;0;Cen
2020-21;Federico Mattiello;Spezia;25;1;36;0;0;0;0;0;0;Dif
2020-21;Borja Mayoral;Roma;23;31;1.551;10;3;10;0;1;0;Att
2020-21;Antonio Mazzotta;Crotone;30;2;56;0;0;0;0;1;0;Dif
2020-21;Ibrahima Mbaye;Bologna;25;8;428;1;0;1;0;2;0;Dif
2020-21;Weston McKennie;Juventus;21;34;1.702;5;2;5;0;5;0;Cen
2020-21;Gary Medel;Bologna;32;11;511;0;1;0;0;1;0;Dif,Cen
